id,price
22925,4883676.5735
22926,457263.20786499995
22927,3965454.7939999998
22928,4196154.3281
22929,4155739.9472
22930,8150754.705399999
22931,5585274.230099999
22932,6443810.6482
22933,9868270.0163
22934,582118.450735
22935,4358246.992099999
22936,1628096.1459
22937,5660627.093799999
22938,8261432.3307
22939,4635851.0745
22940,9025217.3371
22941,760095.4824999999
22942,1619482.0056999999
22943,7363998.1972
22944,4450283.6667
22945,152354.45198875002
22946,4782122.4608
22947,9446092.6511
22948,3157434.2556
22949,822788.776865
22950,4310967.498500001
22951,8351038.3181
22952,1826861.4547
22953,9836327.3402
22954,3299382.6799
22955,8798988.4242
22956,7621364.1093999995
22957,8482349.8277
22958,1177081.5931
22959,6773188.988999999
22960,3480023.2019999996
22961,239142.39007999998
22962,2389427.4961
22963,3922805.5129
22964,120819.30875499999
22965,1675772.7243499998
22966,270010.66268249997
22967,1053408.0483
22968,1573565.49195
22969,1810392.243
22970,8905054.0363
22971,4409977.8378
22972,6010749.5269
22973,8627946.639800001
22974,4659920.8257
22975,4208201.2985
22976,1866868.9733
22977,7115293.6559999995
22978,5087893.5097
22979,406589.0493275
22980,5454873.1625
22981,5649089.7075
22982,2291699.3888999997
22983,9403081.515099999
22984,2292579.0114
22985,7519530.1967
22986,7021324.3588
22987,4289085.8137
22988,4766553.1742
22989,8314414.4529
22990,831945.624115
22991,7070926.5802
22992,4311069.5079
22993,53241.074134125
22994,1068712.4093
22995,5930520.1497
22996,5747116.2195
22997,2875454.1958999997
22998,5355256.0221
22999,3328752.4093
23000,4996163.0374
23001,1753390.00445
23002,9334665.6552
23003,2162944.7320999997
23004,8116574.4781
23005,8824563.572
23006,1091463.5655
23007,4706656.6567
23008,1686780.5725999998
23009,8234153.0286
23010,8543868.069799999
23011,9974760.0451
23012,7113086.347399999
23013,1271276.7781999998
23014,961680.98956
23015,4214492.7397
23016,6554047.1424
23017,8108189.0435999995
23018,8367417.283799999
23019,5411778.707599999
23020,6827668.6931
23021,4059059.3558
23022,9884778.060399998
23023,6826998.9288
23024,1308632.7722999998
23025,4154491.5239
23026,3366349.8745999997
23027,2085873.1796
23028,6916484.6433999995
23029,32724.46404525
23030,112353.17396625
23031,370880.56229
23032,493370.08080999996
23033,3878522.1796
23034,93715.72623962499
23035,8525975.1761
23036,7219949.2144
23037,2590923.2835999997
23038,4991900.521299999
23039,9498668.032
23040,8577077.8227
23041,7802429.2181
23042,957163.3544099999
23043,5994115.174000001
23044,3925717.7864
23045,8614587.6692
23046,9955009.058899999
23047,9663713.783999998
23048,2036148.959
23049,8574934.4883
23050,2193186.0576
23051,8531323.5289
23052,4762176.6535
23053,2233205.8839
23054,6213504.761899999
23055,6120784.6495
23056,782471.419085
23057,2942467.4111
23058,2764643.8252
23059,1836353.7640999998
23060,8022795.4042
23061,7586592.4218
23062,6622171.5877
23063,3406956.951
23064,556766.61332
23065,1221413.1282
23066,1533077.3021
23067,4046451.9022
23068,2418569.8745999997
23069,7242935.0035
23070,9698611.716
23071,5390761.841399999
23072,8759827.180399999
23073,5651232.2303
23074,9219525.626899999
23075,8037485.7907
23076,2143538.4661
23077,1232826.6491
23078,8763820.0893
23079,7441804.335499999
23080,1592637.3242
23081,6939350.7866
23082,8214446.3045
23083,3621735.7419
23084,4309953.8715
23085,8530607.737799998
23086,2262915.8427
23087,4320933.5522
23088,3534457.5840999996
23089,1712564.1445
23090,5871179.9695
23091,4338508.0736
23092,2364704.7676
23093,6541693.784899999
23094,1261078.186
23095,1458899.90325
23096,4503284.6327
23097,2642909.7469999995
23098,6319250.0484
23099,865752.38478
23100,1567342.29605
23101,4455344.8363
23102,7732061.6524
23103,9911080.5384
23104,9506845.1797
23105,2097982.3328
23106,4092469.9749999996
23107,9851884.807
23108,1764939.9093
23109,4993719.040899999
23110,6212112.1455
23111,5809387.8772
23112,4878642.993199999
23113,3308856.4540999997
23114,5026806.4538
23115,2673121.4779
23116,7060148.905
23117,1572672.7943
23118,7256210.038699999
23119,2953842.3916999996
23120,5796478.5971
23121,4758721.7323
23122,3703339.3422999997
23123,8129297.334
23124,5341877.728800001
23125,6427335.9806
23126,6024874.659
23127,5359424.1054
23128,7888444.5375
23129,1797294.5401
23130,2101248.3345999997
23131,1480823.26595
23132,3879463.0936999996
23133,8174149.659999999
23134,2304401.1983000003
23135,1799351.1084
23136,9231069.418200001
23137,462118.32542999997
23138,663315.116005
23139,922324.9665199999
23140,5838538.646
23141,6407455.493799999
23142,1257052.0854
23143,6498597.368
23144,3412406.2108
23145,3973376.1016999995
23146,1125772.7366999998
23147,9884998.306499999
23148,460451.56416999997
23149,143367.38468125
23150,2532751.1901
23151,5784356.4965
23152,4433122.4397
23153,9872676.1545
23154,516394.242125
23155,2158144.4284
23156,5145210.2195999995
23157,1089760.5627000001
23158,5576881.5281
23159,1010522.4953
23160,3130041.3474999997
23161,1552708.09655
23162,1618041.1301499999
23163,459482.24453499995
23164,6364491.445099999
23165,5713317.531299999
23166,4596538.977299999
23167,3704497.6354
23168,9014168.9681
23169,3869023.1016999995
23170,9510373.961
23171,9138911.0104
23172,9132913.3283
23173,9956593.941599999
23174,5868710.064099999
23175,3964722.0974
23176,6349948.5699
23177,3058139.8693999997
23178,237310.6174475
23179,2268643.8756999997
23180,9901375.605999999
23181,8487939.3145
23182,7604860.4991999995
23183,7960896.900299999
23184,3105307.1875
23185,2106748.0561
23186,3101089.6840999997
23187,7604429.8263
23188,3880323.8214
23189,9760198.1983
23190,3265415.6006
23191,6433737.9514
23192,7435401.494399999
23193,2458418.4721999997
23194,105103.3640375
23195,1311998.3535499999
23196,2108065.796
23197,8406554.1072
23198,5227538.614
23199,7885650.7716
23200,2056532.1646
23201,7773182.8237
23202,9555648.1956
23203,3215337.7303
23204,5723261.161
23205,1214950.21165
23206,4383114.8531
23207,8437527.4741
23208,6141341.882599999
23209,153443.50280625
23210,7577007.619499999
23211,2397222.5971999997
23212,6102114.4355999995
23213,2096074.9194
23214,9467610.0383
23215,8328477.28
23216,3245243.3062
23217,998613.77137
23218,371274.5618125
23219,5184033.8269
23220,4888190.3579
23221,3260800.1012
23222,7728766.9125
23223,1874015.9208
23224,6366001.930799999
23225,6023673.6264
23226,8656946.6433
23227,1568473.8948
23228,3292779.0822
23229,1618596.6005499999
23230,876584.7591649999
23231,6441552.8997
23232,8150213.2859
23233,6375914.8044
23234,5030834.2129999995
23235,7624795.891999999
23236,2664145.7224
23237,481097.41718499997
23238,8430114.4837
23239,6079251.0032
23240,6599606.3762
23241,3303009.3536
23242,5836561.869899999
23243,369849.27054249996
23244,9929179.4364
23245,3571748.9401
23246,6399187.8987
23247,1090836.93465
23248,649151.35347
23249,4094375.7981
23250,2159652.1283
23251,2546720.9842999997
23252,5245235.6478
23253,1949558.4136
23254,9644466.9397
23255,5460641.896799999
23256,255823.1683625
23257,7407473.3853
23258,448647.699545
23259,6940230.7232
23260,837148.0543199999
23261,3920490.0653999997
23262,5152694.2934
23263,2524675.1128000002
23264,6120903.0187
23265,6939455.6548
23266,1269074.51595
23267,3819515.2106999997
23268,7116677.5933
23269,2777791.8771
23270,9087725.5211
23271,2706553.1185999997
23272,9296647.8517
23273,2767349.2725
23274,6771640.4161
23275,186548.51801
23276,5997677.2963
23277,2291629.5272999997
23278,1623284.2873499999
23279,9671398.2242
23280,5091840.9279
23281,892004.08404
23282,5710176.703
23283,231127.7196475
23284,5158526.9964
23285,3200398.5895
23286,1458066.58485
23287,1695661.9069
23288,3608051.7605999997
23289,9287741.101100001
23290,6754955.9173
23291,1080898.12835
23292,2393516.1924
23293,552375.90405
23294,7633551.1969
23295,3794506.6769999997
23296,5753990.93
23297,2286564.7268
23298,3814356.9921
23299,7783074.3121
23300,7833826.0494
23301,8353459.7398
23302,3054057.9683999997
23303,4391974.5592
23304,6999964.128299999
23305,8480065.5838
23306,163020.97149875
23307,2191752.0109
23308,6293879.702
23309,70999.6316665
23310,1726878.9515999998
23311,827283.54016
23312,3483370.3019999997
23313,4096021.8219
23314,2805418.9030999998
23315,1297895.6445999998
23316,618446.622985
23317,2266847.6691999994
23318,4394043.362600001
23319,4350296.4596
23320,5648979.091599999
23321,5977319.4979
23322,7218438.5364
23323,257600.643915
23324,800362.709465
23325,4968253.8199000005
23326,6119276.994999999
23327,129369.65592625
23328,1774869.7511999998
23329,2637915.4126999998
23330,7257487.4169
23331,7606282.9832
23332,8071288.6641999995
23333,3648195.4411
23334,1126435.65945
23335,1610775.23045
23336,1360488.26995
23337,7272799.4578
23338,33352.751841624995
23339,1176992.2325499998
23340,2407176.7569999998
23341,7386086.4221
23342,103796.94484674999
23343,4857951.2567
23344,59041.144559124994
23345,5458616.785
23346,1556969.67275
23347,7797584.6356
23348,4013218.9409999996
23349,4872335.616900001
23350,7161955.7692
23351,3912535.6314999997
23352,2469771.4183
23353,9623616.988400001
23354,4926885.8629
23355,6667718.3471
23356,6554241.1872
23357,2645309.4928
23358,7328617.9442
23359,3621987.898
23360,5290456.394099999
23361,3746606.2504999996
23362,4061692.7763
23363,8648703.4713
23364,3065445.6152
23365,8406999.7379
23366,2145148.7941
23367,8035729.198799999
23368,5033691.816199999
23369,2834390.8051
23370,6925727.2717
23371,4316596.1821
23372,3421160.9903999995
23373,4382735.2127
23374,5989082.399
23375,5625869.8422
23376,3619691.3306
23377,9663224.239599999
23378,541076.364965
23379,3226340.2594999997
23380,8158481.3822
23381,4269082.499799999
23382,8092761.2656
23383,9762849.125599999
23384,4495219.9651
23385,3372623.4319999996
23386,1323279.4724499998
23387,9346903.064199999
23388,5729310.3181
23389,6364936.265899999
23390,4092488.7981999996
23391,4695937.2454
23392,559560.107575
23393,26861.3800810625
23394,3637800.1155
23395,8316200.7228
23396,7287790.912
23397,6081213.7258
23398,6035403.3739
23399,5670508.149799999
23400,4455962.0107
23401,9245002.929899998
23402,2796299.4031999996
23403,4617766.998
23404,6288744.8314
23405,8241703.4514999995
23406,2058413.3731
23407,2686997.9376999997
23408,714675.033265
23409,4434872.0676
23410,7577319.254
23411,539127.577345
23412,5087942.340799999
23413,6938485.488
23414,5030593.8363
23415,1364282.9381
23416,2031904.3055999998
23417,9842430.2636
23418,2468200.6651999997
23419,6216454.8639
23420,5328426.7217999995
23421,1554361.321
23422,9272306.0916
23423,7195348.3275999995
23424,4264935.879799999
23425,6560151.0959
23426,2877525.1375
23427,6093909.581
23428,609098.5943499999
23429,1652821.66835
23430,7833919.6783
23431,8093888.244999999
23432,1047386.6338999999
23433,837823.9952349999
23434,4209244.309599999
23435,2797168.1933
23436,4241270.2551
23437,5650486.752
23438,6016859.0596
23439,5856018.1576
23440,1343745.9488
23441,4771482.7441
23442,5820429.4989
23443,1530354.8583
23444,3129046.5114
23445,6118166.044399999
23446,5457447.993899999
23447,3801864.0815
23448,4246698.916300001
23449,32032.479153375
23450,4118374.9141
23451,9158894.051199999
23452,2614570.9765
23453,2534622.3282
23454,5647457.7936
23455,8970770.1222
23456,463030.61452
23457,9643580.6497
23458,784559.5844249999
23459,6831668.2595
23460,8070303.979499999
23461,2121858.0765
23462,2439951.4055000003
23463,1294499.652
23464,5309081.0905
23465,8141149.4147
23466,2039741.7969
23467,740927.0924849999
23468,9655319.7031
23469,6994831.044999999
23470,9261580.638700001
23471,1714171.7807
23472,9160074.987599999
23473,9344324.576699998
23474,5693000.0581
23475,5985915.6787
23476,2220690.5623000003
23477,8537082.6819
23478,645976.2886099999
23479,184815.67614999998
23480,5389712.2592
23481,1885885.3755
23482,627875.8094599999
23483,912769.87749
23484,5717944.6346
23485,448587.0917975
23486,3372763.2061
23487,4498381.0613
23488,2112827.0902
23489,1526341.8715000001
23490,9077158.061999999
23491,8037255.868
23492,6154551.0356
23493,127954.19894375
23494,1957234.5997
23495,5484648.4525
23496,2520638.5859
23497,5440202.1872000005
23498,4335631.5413999995
23499,4388687.235099999
23500,6372023.9096
23501,2602862.9694
23502,4268341.3217
23503,870714.385305
23504,9988787.8676
23505,903936.22581
23506,6429912.3851
23507,1091774.1572
23508,7878552.4854999995
23509,4492841.6738
23510,1549296.2615999999
23511,185579.69686375
23512,8123108.995399999
23513,7288217.1955
23514,9077194.1481
23515,4359564.6203000005
23516,8147023.9383
23517,5982030.9146
23518,1080128.763
23519,5538004.8412999995
23520,9088716.5334
23521,348960.9192875
23522,1140348.4737999998
23523,9586240.7876
23524,1665731.2270499999
23525,2287533.3891000003
23526,1211066.6088999999
23527,6830463.3708999995
23528,913656.4285699999
23529,2827017.7336999997
23530,7407955.5681
23531,5888318.943299999
23532,6176240.1832
23533,2698264.2605999997
23534,7701158.744
23535,5427542.6268
23536,1873398.1188
23537,8997736.6468
23538,84131.22398824999
23539,2397258.8155
23540,9261196.425999999
23541,4773129.319399999
23542,6424261.286099999
23543,9566210.335099999
23544,4044351.2937
23545,3059987.616
23546,2062880.1783999999
23547,4034028.7649
23548,9042947.5528
23549,792585.3071249999
23550,8907321.5693
23551,3039338.5368
23552,2337220.8408
23553,1348674.5209
23554,5410084.8174
23555,5391458.5866
23556,5455624.1535
23557,7273017.5934999995
23558,6294662.245599999
23559,2715887.2122
23560,196151.54049374998
23561,13132.320564484375
23562,5860429.576199999
23563,7783133.857
23564,1349370.7326
23565,9640112.671799999
23566,9502342.906399999
23567,6162490.8622
23568,649603.66402
23569,1765298.4372999999
23570,2886874.2916
23571,4206676.903999999
23572,6414003.902299999
23573,3200543.7010999997
23574,2150616.4382999996
23575,5890168.1567
23576,2700915.3178
23577,8675619.4632
23578,6455134.3977
23579,6077441.6666
23580,3828011.5969999996
23581,6344602.413199999
23582,5076041.9766
23583,3746861.5209999997
23584,3932328.6441999995
23585,835543.4811499999
23586,3084145.3356
23587,3574888.1075
23588,2531399.5364
23589,9784075.8173
23590,586060.0414999999
23591,788513.66325
23592,8826413.565699998
23593,2198424.1507
23594,91659.442170875
23595,204423.83922249998
23596,2797319.4521
23597,7974411.9706999995
23598,4843715.3354
23599,2550392.0805
23600,5690966.0566
23601,3626967.0331
23602,6446249.0423
23603,3937851.6341
23604,145891.27330375
23605,8651602.919799998
23606,2368518.2983999997
23607,1757846.35195
23608,1214422.3799
23609,345061.15174249996
23610,6564904.1954
23611,2805231.9722999996
23612,3316095.5314999996
23613,2143719.1828999994
23614,3655931.3331999998
23615,269655.40871875
23616,4946107.0425
23617,6523206.6536
23618,8892713.366099998
23619,3875144.6498
23620,1055682.60665
23621,7589868.984999999
23622,9424000.315699998
23623,8395062.568799999
23624,512596.09067
23625,7941939.4043
23626,8668348.1921
23627,3478074.4582999996
23628,3823144.9117
23629,557682.25799
23630,518214.51427999994
23631,1573556.26665
23632,8321012.1169
23633,4486707.5616
23634,8247060.9866
23635,5490859.6019
23636,6630856.1652999995
23637,1527709.59295
23638,3927978.5738999997
23639,2293745.1577
23640,2804698.4639999997
23641,8220056.118
23642,562998.91637
23643,8826362.0777
23644,1851891.5752
23645,3750016.4154
23646,8617321.7896
23647,5834845.3429
23648,7387846.5598
23649,7401074.277799999
23650,8900531.327399999
23651,3672392.6522
23652,5112320.783299999
23653,6664083.9995
23654,7203139.3751
23655,4762747.7499
23656,3462934.7474999996
23657,8478224.017299999
23658,6590509.9167
23659,3423750.4483999996
23660,789062.4922049999
23661,8688371.111200001
23662,2458042.296
23663,190409.002365
23664,199467.88807749999
23665,7731605.2006
23666,2164903.3101
23667,5670342.6656
23668,395750.74861749995
23669,4163660.584
23670,8757042.694400001
23671,8801146.716199998
23672,9927499.5704
23673,7975990.3443
23674,2238303.2419
23675,111765.74043125
23676,7138696.911
23677,6163715.6561
23678,4593843.7737
23679,2764627.2691
23680,9847702.84
23681,8072553.9273
23682,9796174.586099999
23683,5308215.043199999
23684,9365068.724799998
23685,950621.81442
23686,3931582.7001
23687,109696.37798375
23688,6172035.095799999
23689,3369929.5147
23690,5492971.751499999
23691,8952202.7241
23692,4380214.3664
23693,163391.89563749998
23694,1694556.4941999998
23695,1455236.03645
23696,8976711.6516
23697,7764652.1811999995
23698,9167284.6702
23699,2046445.8340999999
23700,3977907.8236
23701,3706023.5462999996
23702,7259589.8491
23703,9088501.3963
23704,695998.895985
23705,8669810.3636
23706,3792151.7838999997
23707,1268452.7609
23708,1710303.6663499998
23709,4398493.7642
23710,78164.581158
23711,1554020.3691999998
23712,2198838.5083999997
23713,7884278.6817
23714,4202880.0991
23715,3056297.7156
23716,7981723.5912999995
23717,4918576.749399999
23718,4918912.5987
23719,4601004.881899999
23720,5024123.6383
23721,5731851.1339
23722,8368530.5786
23723,7375510.1633
23724,9079595.072099999
23725,1869463.4145
23726,4065402.9929
23727,8996194.3517
23728,3828823.5894
23729,1521417.0991999998
23730,6561725.3072999995
23731,8187661.7791
23732,5595055.9805
23733,927722.4944
23734,5573956.916099999
23735,5154999.218799999
23736,3549484.2915
23737,3042435.4856
23738,1718601.8110999998
23739,5936969.2972
23740,4566159.8757
23741,2876908.7521
23742,705002.6764
23743,2264189.6191999996
23744,4304626.1705
23745,5061549.2178
23746,8120815.895199999
23747,9891627.7452
23748,492983.71225
23749,2604825.9376
23750,1659789.1108
23751,7825653.0848
23752,4347021.9351
23753,4755723.8944
23754,3797381.906
23755,7824023.3922999995
23756,3577250.485
23757,2100118.8633
23758,4113462.3331
23759,1094021.35085
23760,3968487.4540999997
23761,2289819.7995999996
23762,648667.593755
23763,7506001.7241
23764,2530487.4385
23765,2193825.0781
23766,5865249.5682
23767,3900890.2693
23768,4860732.0911
23769,4383314.983
23770,9071812.3125
23771,9998009.7478
23772,5871194.255999999
23773,149714.82186999999
23774,456793.551905
23775,6099730.1435
23776,5618309.2371
23777,2772887.0653999997
23778,1660955.18975
23779,4483445.6032
23780,4137371.9691999997
23781,93848.442304375
23782,5890660.4436
23783,2469198.984
23784,4350231.1724
23785,6777643.070699999
23786,7111405.185099999
23787,3045076.5846999995
23788,3871006.6563999997
23789,7278074.981299999
23790,1977506.1465999999
23791,514544.080875
23792,8958770.528699998
23793,9523613.804299999
23794,3826524.9968999997
23795,1336648.0188499999
23796,3970354.9412999996
23797,6740712.4014
23798,1580277.15985
23799,570264.0509949999
23800,4160488.7721999995
23801,8092817.255899999
23802,2668283.495
23803,3548808.8251
23804,3634664.3108
23805,4092875.7174
23806,3359476.5045
23807,578628.6451099999
23808,3608422.7136
23809,1250961.8327
23810,4770526.5867
23811,6456514.7013
23812,484616.796255
23813,9934457.6787
23814,3160845.8953
23815,3632751.4569
23816,6330123.828299999
23817,6337635.1252
23818,8144361.7681
23819,5539671.115999999
23820,1352537.39615
23821,1447552.85025
23822,4218820.069999999
23823,4099930.0608
23824,1817051.4420999999
23825,6398949.7606
23826,8090603.437999999
23827,9621123.399999999
23828,2411883.0152000003
23829,55434.801794625
23830,7595646.1169
23831,8212138.389599999
23832,8646310.764199998
23833,7250371.555699999
23834,1731302.4397
23835,1545112.0913
23836,3956219.5593
23837,1518199.6275499999
23838,2250065.5176999997
23839,4859497.169199999
23840,7720256.4424
23841,3006226.7069
23842,7134257.560699999
23843,3961954.3367999997
23844,9028596.014199998
23845,6967380.395099999
23846,7979641.601499999
23847,382936.48406249995
23848,2239722.0301
23849,3160866.2035
23850,6129915.9827
23851,6294811.213099999
23852,6167227.4514999995
23853,8359543.731
23854,3561800.3126
23855,6462174.8297999995
23856,2641976.2007
23857,3857777.5458
23858,5458202.2529
23859,1804301.3864
23860,2531516.9195999997
23861,6140886.4893
23862,3599067.9622
23863,1586902.1040999999
23864,1626774.744
23865,4452971.0836
23866,5685634.2622
23867,3675847.403
23868,5154236.3149
23869,3248453.8546
23870,8760210.415199999
23871,74964.769061125
23872,7880161.0895
23873,3897097.5382999997
23874,268523.46836249996
23875,7642770.5446
23876,8389609.4267
23877,3039120.0719
23878,4448908.468599999
23879,6800052.440599999
23880,857941.867845
23881,4521208.3719
23882,4638953.2466
23883,9436111.317499999
23884,1915645.4575999998
23885,3879198.1267999997
23886,2602388.8738
23887,2422327.108
23888,1211451.22305
23889,6169683.5181
23890,7738881.8636
23891,8260996.4141999995
23892,9434842.100699998
23893,4145654.7336999997
23894,8832551.0843
23895,4269167.461999999
23896,7348916.907699999
23897,6444119.5171
23898,8927280.230099998
23899,957010.17284
23900,3351512.4222
23901,9716375.4296
23902,3217766.3378
23903,7555035.3132
23904,2622929.9328999994
23905,9586189.796300001
23906,2986468.1640999997
23907,2471349.6865999997
23908,221164.43493624998
23909,5592050.8344
23910,3823618.5124
23911,7978239.999
23912,433136.877425
23913,184366.89906874998
23914,1476563.8798
23915,6960564.8175
23916,2875421.0121
23917,3380529.6691
23918,8550890.931699999
23919,9223928.2226
23920,2203062.4370999997
23921,8244135.5655
23922,9385626.5363
23923,1777464.5225999998
23924,5096913.0241
23925,5487832.3135
23926,1403274.9037
23927,3744620.5889999997
23928,6849620.937299999
23929,181534.92539624998
23930,4221018.5282000005
23931,1783984.2167
23932,9602512.105099998
23933,3267399.9740999998
23934,4235301.332699999
23935,5834478.514799999
23936,8324180.4032
23937,4761029.993899999
23938,3753885.4771
23939,5790321.694499999
23940,5575251.1614
23941,8776199.153099999
23942,5476015.949999999
23943,1879573.3262
23944,7135574.9794
23945,2203252.4149
23946,3184456.0755999996
23947,5575646.8121
23948,1529188.6953999999
23949,6810148.838099999
23950,7960468.7346
23951,5858238.2711
23952,1617603.4704
23953,1156537.268
23954,571292.897895
23955,2275180.0257
23956,6971682.2517
23957,3926846.7663
23958,9909124.732499998
23959,6445825.577699999
23960,3702057.9546
23961,7911072.435
23962,8771676.952599999
23963,2956839.4353
23964,3160779.5465999995
23965,718750.193315
23966,1730167.61725
23967,1715147.1445999998
23968,2603309.7901
23969,4380493.9649
23970,2810274.4457
23971,9878117.894299999
23972,880682.2202699999
23973,752871.97227
23974,1719128.41015
23975,1541952.77295
23976,5824052.1547
23977,6515787.105799999
23978,1478672.5348999999
23979,174805.9751275
23980,612734.8816549999
23981,7837825.254799999
23982,4092363.6500999997
23983,1645846.43265
23984,2093859.2702
23985,4512171.241699999
23986,1450030.36705
23987,4310697.99
23988,8218889.5803
23989,8188911.737799999
23990,217065.27752375
23991,1516945.73015
23992,1970029.5777999999
23993,906273.87526
23994,6935775.7798999995
23995,65346.809410124995
23996,6013949.4829
23997,2161311.9595
23998,760453.67374
23999,968941.66863
24000,9059795.643199999
24001,7767228.969099999
24002,4229072.638900001
24003,8624003.5502
24004,6675538.9995
24005,1682921.6845
24006,616980.17559
24007,6233582.899
24008,1607360.4111499998
24009,7690762.2436
24010,6952516.0374
24011,3321924.1075
24012,1369379.50275
24013,2192789.8319999995
24014,8315356.8078
24015,6441625.925999999
24016,4858931.4735
24017,2822319.2037
24018,1098535.0636999998
24019,4241295.296
24020,7200003.3345
24021,4380854.7269
24022,4121096.8096
24023,8912071.8341
24024,4867132.5814
24025,3831295.6056
24026,4882141.9047
24027,9510560.4346
24028,5218239.7506
24029,2208659.2912
24030,3486009.4686
24031,2006110.7673
24032,3793946.0719
24033,73117.95449812501
24034,3933397.6714999997
24035,5882954.4947999995
24036,7261036.7966
24037,9375775.800099999
24038,8803783.774799999
24039,4395258.0079
24040,5410429.672
24041,3640302.3754
24042,3824268.2296
24043,3388581.9694999997
24044,6268667.191699999
24045,1957349.1409999998
24046,7963701.6367999995
24047,3915705.8058
24048,8499960.319899999
24049,5888399.452099999
24050,9372297.2226
24051,2592591.659
24052,7168247.9985
24053,5707890.7978
24054,1075339.6708
24055,2939392.4483000003
24056,4758840.9381
24057,6915611.862
24058,5579505.840399999
24059,903106.06212
24060,6672999.893
24061,5652865.9596
24062,1205474.17695
24063,1167951.9064
24064,3293205.7683
24065,2841139.2921
24066,7066315.4395
24067,8310297.526
24068,8343749.8877
24069,2294522.4924999997
24070,6090095.790999999
24071,5983035.6724
24072,1925476.467
24073,1523075.5124499998
